scenario_id,ego_id,rule,repairability,model,TV,TC,
DEU_LocationAUpper-44_31_T-1,8,R_G1,initial feasibility,,,,
DEU_LocationAUpper-14_40_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationFLower-58_12_T-1,10,R_G1,not repairable,"{'~c', 'a', 'd', 'b'}",17,-inf,
DEU_LocationALower-44_35_T-1,6,R_G1,initial feasibility,,,,
DEU_LocationALower-25_30_T-1,10,R_G1,initial feasibility,,,,
DEU_LocationALower-25_30_T-1,17,R_G1,initial feasibility,,,,
DEU_LocationALower-25_30_T-1,23,R_G1,bingo,{'d'},19,18,
DEU_LocationFUpper-60_6_T-1,12,R_G1,bingo,{'d'},18,17,
DEU_LocationALower-50_22_T-1,10,R_G1,initial feasibility,,,,
DEU_LocationDLower-8_36_T-1,13,R_G1,initial feasibility,,,,
DEU_LocationCLower-6_45_T-1,7,R_G1,initial feasibility,,,,
DEU_LocationCLower-6_45_T-1,9,R_G1,not repairable,"{'~c', 'a', 'd', 'b'}",2,-inf,
DEU_LocationAUpper-48_7_T-1,15,R_G1,bingo,{'d'},19,18,
DEU_LocationFUpper-58_11_T-1,8,R_G1,initial feasibility,,,,
DEU_LocationFUpper-58_11_T-1,11,R_G1,initial feasibility,,,,
DEU_LocationALower-30_47_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationALower-56_22_T-1,15,R_G1,initial feasibility,,,,
DEU_LocationALower-56_22_T-1,16,R_G1,bingo,{'d'},14,13,
DEU_LocationAUpper-11_8_T-1,25,R_G1,initial feasibility,,,,
DEU_LocationAUpper-11_8_T-1,32,R_G1,bingo,"{'~c', 'a', 'd', 'b'}",27,25,
DEU_LocationAUpper-11_8_T-1,34,R_G1,initial feasibility,,,,
DEU_LocationALower-56_41_T-1,18,R_G1,bingo,{'d'},10,9,
DEU_LocationELower-20_9_T-1,15,R_G1,initial feasibility,,,,
DEU_LocationALower-54_5_T-1,11,R_G1,initial feasibility,,,,
DEU_LocationALower-54_5_T-1,14,R_G1,bingo,{'d'},3,2,
DEU_LocationALower-54_5_T-1,16,R_G1,initial feasibility,,,,
DEU_LocationALower-54_5_T-1,23,R_G1,initial feasibility,,,,
DEU_LocationALower-54_5_T-1,26,R_G1,bingo,"{'a', 'd'}",56,55,
DEU_LocationALower-31_21_T-1,13,R_G1,initial feasibility,,,,
DEU_LocationALower-31_21_T-1,18,R_G1,initial feasibility,,,,
DEU_LocationALower-50_44_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationALower-52_51_T-1,6,R_G1,initial feasibility,,,,
DEU_LocationFUpper-60_29_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationALower-53_53_T-1,8,R_G1,initial feasibility,,,,
DEU_LocationALower-53_53_T-1,19,R_G1,initial feasibility,,,,
DEU_LocationAUpper-40_4_T-1,19,R_G1,initial feasibility,,,,
DEU_LocationALower-35_44_T-1,21,R_G1,bingo,"{'d', 'b'}",18,17,
DEU_LocationCUpper-5_10_T-1,11,R_G1,initial feasibility,,,,
DEU_LocationCUpper-6_61_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationALower-38_55_T-1,17,R_G1,initial feasibility,,,,
DEU_LocationAUpper-37_9_T-1,14,R_G1,initial feasibility,,,,
DEU_LocationALower-37_41_T-1,14,R_G1,initial feasibility,,,,
DEU_LocationDLower-9_10_T-1,7,R_G1,initial feasibility,,,,
DEU_LocationDLower-9_10_T-1,14,R_G1,initial feasibility,,,,
DEU_LocationEUpper-24_30_T-1,10,R_G1,initial feasibility,,,,
DEU_LocationALower-13_27_T-1,12,R_G1,bingo,{'d'},18,17,
DEU_LocationALower-50_56_T-1,17,R_G1,bingo,{'d'},36,35,
DEU_LocationAUpper-38_46_T-1,13,R_G1,bingo,{'d'},11,10,
DEU_LocationBLower-3_37_T-1,7,R_G1,initial feasibility,,,,
DEU_LocationBLower-3_37_T-1,8,R_G1,initial feasibility,,,,
DEU_LocationALower-56_27_T-1,19,R_G1,initial feasibility,,,,
DEU_LocationALower-56_27_T-1,24,R_G1,bingo,{'d'},59,58,
DEU_LocationELower-15_34_T-1,7,R_G1,initial feasibility,,,,
DEU_LocationALower-51_11_T-1,15,R_G1,bingo,"{'a', 'd'}",39,38,
DEU_LocationALower-28_19_T-1,6,R_G1,initial feasibility,,,,
DEU_LocationAUpper-25_42_T-1,20,R_G1,bingo,{'d'},51,50,
DEU_LocationEUpper-24_39_T-1,12,R_G1,bingo,{'d'},13,12,
DEU_LocationEUpper-24_39_T-1,17,R_G1,initial feasibility,,,,
DEU_LocationAUpper-26_28_T-1,23,R_G1,initial feasibility,,,,
DEU_LocationAUpper-26_28_T-1,25,R_G1,bingo,{'d'},5,4,
DEU_LocationAUpper-26_28_T-1,26,R_G1,bingo,{'d'},62,61,
DEU_LocationAUpper-48_25_T-1,16,R_G1,bingo,{'d'},15,14,
DEU_LocationAUpper-48_25_T-1,19,R_G1,bingo,{'d'},35,34,
DEU_LocationALower-46_33_T-1,16,R_G1,initial feasibility,,,,
DEU_LocationALower-46_33_T-1,24,R_G1,bingo,{'d'},38,37,
DEU_LocationALower-44_50_T-1,12,R_G1,initial feasibility,,,,
DEU_LocationALower-44_50_T-1,22,R_G1,bingo,"{'~c', 'a', 'd'}",51,50,
DEU_LocationAUpper-43_32_T-1,14,R_G1,initial feasibility,,,,
DEU_LocationAUpper-43_32_T-1,23,R_G1,initial feasibility,,,,
DEU_LocationAUpper-43_32_T-1,24,R_G1,bingo,{'d'},6,5,
DEU_LocationALower-50_4_T-1,15,R_G1,bingo,{'d'},32,31,
DEU_LocationALower-50_4_T-1,16,R_G1,initial feasibility,,,,
DEU_LocationFLower-60_31_T-1,13,R_G1,initial feasibility,,,,
DEU_LocationDLower-9_20_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationAUpper-28_40_T-1,17,R_G1,initial feasibility,,,,
DEU_LocationAUpper-28_40_T-1,19,R_G1,initial feasibility,,,,
DEU_LocationAUpper-50_29_T-1,12,R_G1,initial feasibility,,,,
DEU_LocationAUpper-50_29_T-1,17,R_G1,initial feasibility,,,,
DEU_LocationEUpper-20_32_T-1,12,R_G1,initial feasibility,,,,
DEU_LocationALower-33_30_T-1,8,R_G1,initial feasibility,,,,
DEU_LocationALower-33_30_T-1,19,R_G1,initial feasibility,,,,
DEU_LocationALower-35_22_T-1,13,R_G1,initial feasibility,,,,
DEU_LocationAUpper-50_7_T-1,16,R_G1,bingo,"{'~c', 'd'}",38,37,
DEU_LocationAUpper-12_43_T-1,25,R_G1,initial feasibility,,,,
DEU_LocationAUpper-12_43_T-1,27,R_G1,bingo,{'d'},34,33,
DEU_LocationAUpper-12_43_T-1,28,R_G1,bingo,"{'a', 'd'}",20,19,
DEU_LocationALower-54_45_T-1,16,R_G1,initial feasibility,,,,
DEU_LocationALower-33_40_T-1,14,R_G1,initial feasibility,,,,
DEU_LocationAUpper-33_10_T-1,19,R_G1,bingo,{'d'},13,12,
DEU_LocationAUpper-45_22_T-1,17,R_G1,bingo,{'d'},9,8,
DEU_LocationALower-27_60_T-1,26,R_G1,initial feasibility,,,,
DEU_LocationELower-18_20_T-1,9,R_G1,initial feasibility,,,,
DEU_LocationFUpper-60_18_T-1,12,R_G1,not repairable,"{'~c', 'a', 'd', 'b'}",18,14,
DEU_LocationALower-42_43_T-1,16,R_G1,bingo,{'d'},30,28,
DEU_LocationALower-39_31_T-1,12,R_G1,bingo,{'d'},11,10,
DEU_LocationALower-14_11_T-1,19,R_G1,initial feasibility,,,,
DEU_LocationALower-14_11_T-1,20,R_G1,bingo,{'d'},10,9,
DEU_LocationALower-14_11_T-1,22,R_G1,bingo,{'d'},13,12,
DEU_LocationALower-30_19_T-1,13,R_G1,bingo,"{'a', 'd'}",31,30,
DEU_LocationAUpper-44_16_T-1,8,R_G1,initial feasibility,,,,
DEU_LocationAUpper-55_29_T-1,10,R_G1,initial feasibility,,,,
DEU_LocationAUpper-53_19_T-1,15,R_G1,initial feasibility,,,,
DEU_LocationAUpper-53_19_T-1,22,R_G1,bingo,{'d'},13,12,
DEU_LocationAUpper-53_19_T-1,24,R_G1,initial feasibility,,,,
DEU_LocationAUpper-13_11_T-1,18,R_G1,bingo,{'~a'},23,22,
DEU_LocationALower-33_38_T-1,25,R_G1,initial feasibility,,,,
DEU_LocationAUpper-35_26_T-1,16,R_G1,bingo,{'d'},38,37,
DEU_LocationDUpper-8_45_T-1,8,R_G1,initial feasibility,,,,
Nr of scenario,814,Nr of infeasible trajectory,535,0.6572,Nr of reparable trajectory,258,0.9247
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,548 RG1,0.003649635036496
,,,,,,,0.996350364963504
